Province,Employer,Address,Positions,Stream,NOC 2011,NOC Name,Latitude,Longitude
Newfoundland and Labrador,I.C. Pizza House Inc.,"St. John's, NL A1E 0C2",1,I.C. Pizza House Inc.,6322,Cooks,47.5505464,-52.7507013
Newfoundland and Labrador,Kvaerner Canada Limited,"St. John's, NL A1C 6C9",1,High Wage,0711,Construction managers,47.5630158,-52.7084738
Newfoundland and Labrador,Labrador-Grenfell Health,"Happy Valley-Goose Bay, NL A0P 1C0",1,High Wage,3111,Specialist physicians,53.308255,-60.378852
Newfoundland and Labrador,Seadrill Canada Ltd.,"St. John's, NL A1E 0E4",1,High Wage,8222,"Contractors and supervisors, oil and gas drilling and services",47.539302,-52.74861
Newfoundland and Labrador,Technip  Canada Limited,"St. John's, NL A1B 0L2",1,High Wage,8222,"Contractors and supervisors, oil and gas drilling and services",47.5588544,-52.7832257
Newfoundland and Labrador,Awesome Enterprises Limited,"MOUNT PEARL, NL A1N 1G4",1,Awesome Enterprises Limited,6311,Food service supervisors,47.516209,-52.80457
Newfoundland and Labrador,Clarenville Foods Inc. o/a Jungle Jim's Restaurant,"Portugal Cove, NL A1M 1E3",1,Low Wage,6322,Cooks,47.586467,-52.885492
Newfoundland and Labrador,G&C Reddemann Investments Ltd.,"LABRADOR CITY, NL A2V  2W",4,Low Wage,6211,Retail sales supervisors,,
Newfoundland and Labrador,Birdhouse Garden Market Inc.,"HAPPY VALLEY - GOOSE BAY, NL A0P 1E0",1,Birdhouse Garden Market Inc.,8432,Nursery and greenhouse workers,53.312758,-60.38015
Newfoundland and Labrador,J & C Sod Farm Ltd,"Bay Bull, NL A0A 1C0",3,Primary Agriculture,8431,General farm workers,47.403988,-52.79987
Newfoundland and Labrador,Lester's Farm Market,"Mount Pearl, NL A1N 2C4",12,Primary Agriculture,8431,General farm workers,47.519204,-52.807406
Prince Edward Island,Seafood Express (PEI) Limited,"Charlottetown, PE C1A 7M8",20,Seafood Express (PEI) Limited,7511,Transport truck drivers,46.233768,-63.124917
Prince Edward Island,8208115 Canada Ltd. o/a Terre Rouge Bistro Marche,"CHARLOTTETOWN, PE C1A 4A7",1,8208115 Canada Ltd. o/a Terre Rouge Bistro Marche,6322,Cooks,46.232842,-63.12604
Prince Edward Island,Beach Point Processing Company,"Beach Point, PE C0A 1V0",101,Low Wage,9463,Fish and seafood plant workers,46.002798,-62.519557
Prince Edward Island,Belle River Enterprises Ltd.,"Belle River, PE C0A 1B0",10,Low Wage,9463,Fish and seafood plant workers,45.9791603088379,-62.8373565673828
Prince Edward Island,By The Water Shellfish (2012) Inc.,"Borden-Carleton, PE C0B 1X0",14,Low Wage,9463,Fish and seafood plant workers,46.256255,-63.67178
Prince Edward Island,Captain Cooke's Seafood Inc.,"Borden-Carleton, PE C0B 1X0",17,Low Wage,9463,Fish and seafood plant workers,46.256255,-63.67178
Prince Edward Island,GPS Food Inc. o/a Greco Pizza,"WINSLOE, PE C1E 1Z2",1,Low Wage,6311,Food service supervisors,46.292487,-63.174247
Prince Edward Island,Little Tree Inc. o/a King Wok Restaurant,"SUMMERSIDE, PE C1N 6C1",2,Low Wage,6322,Cooks,46.392639,-63.750194
Prince Edward Island,"North Lake Fisheries (2013), Inc.","Montague, PE C0A 1R0",60,Low Wage,9463,Fish and seafood plant workers,46.1637,-62.64674
Prince Edward Island,Royal Star Foods Ltd.,"Tignish, PE C0B 2B0",58,Low Wage,9463,Fish and seafood plant workers,46.9756355285645,-64.0738525390625
Prince Edward Island,Seafood 2000 Ltd.,"Georgetown, PE C0A 1L0",102,Low Wage,9463,Fish and seafood plant workers,46.185653,-62.522954
Prince Edward Island,South Shore Seafoods Ltd.,"Bloomfield, PE C0B 1E0",45,Low Wage,9463,Fish and seafood plant workers,46.696448,-64.383974
Prince Edward Island,Spring Valley Building Centre Ltd.,"Kensington, PE C0B 1M0",4,Low Wage,7452,Material handlers,46.43789,-63.63458
Prince Edward Island,Atlantic Grown Organics Inc,"Kensington, PE C0B 1M0",4,Atlantic Grown Organics Inc,8432,Nursery and greenhouse workers,46.43789,-63.63458
Prince Edward Island,Birch Farms Limited,"SUMMERSIDE, PE C1N 4J9",2,Primary Agriculture,8431,General farm workers,46.39208,-63.740224
Prince Edward Island,LORNE VALLEY RANCH,"CARDIGAN, PE C0A 1G0",12,Primary Agriculture,8431,General farm workers,46.23224,-62.6332767
Prince Edward Island,Mackenzie Produce Inc.,"STRATFORD, PE C1B 2R7",6,Primary Agriculture,8432,Nursery and greenhouse workers,46.216002,-63.053993
Prince Edward Island,MGS Holdings & Distribution Co. Ltd,"ALBERTON, PE C0B 1B0",60,Primary Agriculture,8431,General farm workers,46.837425,-64.113384
Prince Edward Island,Mol Farms Inc,"KINKORA, PE C0B 1N0",4,Primary Agriculture,8431,General farm workers,46.344061,-63.548072
Prince Edward Island,Productions Vegkiss PEI,"Vernon River, PE C0A 2E0",36,Primary Agriculture,8431,General farm workers,46.179,-62.884
Prince Edward Island,Pure Pork Farms Ltd.,"MOUNT ALLISON, PE C1B 4B3",2,Primary Agriculture,8431,General farm workers,46.410062,-63.814357
Prince Edward Island,Smith Farms Ltd.,"KINKORA, PE C0B 1N0",4,Primary Agriculture,8431,General farm workers,46.344061,-63.548072
Prince Edward Island,Van Diepen Produce Ltd,"Morell, PE C0A 1S0",15,Primary Agriculture,8431,General farm workers,46.39453125,-62.7252883911133
Nova Scotia,3299298 Nova Scotia Ltd. o/a Cha Baa Thai Restaurant,"Halifax, NS B3J 2J6",6,3299298 Nova Scotia Ltd. o/a Cha Baa Thai Restaurant,6322,Cooks,44.643134,-63.576928
Nova Scotia,Advanced Precision Machining and Fabrication,"DARTMOUTH, NS B3B 1S3",2,High Wage,7231,Machinists and machining and tooling inspectors,44.696892,-63.590683
Nova Scotia,Clearwater Ocean Prawn Venture,"Lunenburg, NS B0J 2C0",1,High Wage,7242,Industrial electricians,44.37635,-64.309889
Nova Scotia,Gabadi Services Canada Inc.,"DARTMOUTH, NS B3B 1J4",7,High Wage,7235,Structural metal and platework fabricators and fitters,44.704132,-63.611144
Nova Scotia,Irving Shipbuilding Inc.,"Halifax, NS B3K 5M7",3,High Wage,0016,Senior managers ,44.66274,-63.590281
Nova Scotia,Precision Concrete Services Ltd,"Bedford, NS B4B 1H1",3,High Wage,7282,Concrete finishers,44.722456,-63.710231
Nova Scotia,Queen Nails Sydney Inc.,"SYDNEY, NS B1P 6M6",2,High Wage,6562,"Estheticians, electrologists and related occupations",46.1317142,-60.1668282
Nova Scotia,Ubisoft Divertissements Inc.,"HALIFAX, NS B3J 3R5",1,High Wage,2175,Web designers and developers,44.645046,-63.57027
Nova Scotia,Upper Fox Inc.,"Halifax, NS B3J 3E5",1,High Wage,0016,Senior managers ,44.648416,-63.645986
Nova Scotia,Aquashell Holdings Inc.,"Wallace, NS B0K 1Y0",30,Aquashell Holdings Inc.,9463,Fish and seafood plant workers,45.79188,-63.520605
Nova Scotia,BiOne Restaurant Inc.,"Halifax, NS B3L 1A5",4,Low Wage,6322,Cooks,44.645173,-63.598083
Nova Scotia,Blue Elephant Thai Restaurant,"Halifax, NS B3S 1E5",1,Low Wage,6322,Cooks,44.662523,-63.665971
Nova Scotia,Breakwater Restaurant,"Pictou, NS B0K 1H0",2,Low Wage,6322,Cooks,45.6460571289063,-62.8005790710449
Nova Scotia,Chase's Lobster Pound Ltd,"PUGWASH, NS B0K 1L0",6,Low Wage,9463,Fish and seafood plant workers,45.8656768798828,-63.6681251525879
Nova Scotia,Double Dragon Restaurant Inc.,"New Minas, NS B4N 3E2",2,Low Wage,6322,Cooks,45.0681833,-64.4631279
Nova Scotia,Fox Harb'r Developments Limited (or) Fox Harb'r Golf Resort & Spa,"Wallace, NS B0K 1Y0",2,Low Wage,6322,Cooks,45.79188,-63.520605
Nova Scotia,Granville Gates & Sons Ltd,"Blandford, NS B0J 1C0",6,Low Wage,9617,"Labourers in food, beverage and associated products processing",44.520476,-64.067808
Nova Scotia,Jessy's Pizza Spryfield Ltd.,"HALIFAX, NS B3R 1W2",2,Low Wage,6322,Cooks,44.611208,-63.617555
Nova Scotia,Lismore Seafoods Inc.,"Merigomish, NS B0K 1G0",25,Low Wage,9463,Fish and seafood plant workers,45.714164,-62.213319
Nova Scotia,Naru Japanese Restaurant (NS) Ltd.,"Sydney, NS B1P 1G8",1,Low Wage,6322,Cooks,46.135026,-60.192725
Nova Scotia,North Nova Seafoods Ltd.,"Pictou, NS B0K 1H0",87,Low Wage,9463,Fish and seafood plant workers,45.6460571289063,-62.8005790710449
Nova Scotia,Pêcherie Cheticamp Fisheries Intl. (2016) Ltd.,"Cheticamp, NS B0E 1H0",34,Low Wage,9463,Fish and seafood plant workers,46.506849,-61.025641
Nova Scotia,Riverside Lobster International Inc.,"Meteghan River, NS B0W 2L0",31,Low Wage,9463,Fish and seafood plant workers,44.221552,-66.119502
Nova Scotia,Sushi Jet Japanese Cuisine Inc,"HALIFAX, NS B3N 2S8",3,Low Wage,6322,Cooks,44.655389,-63.632095
Nova Scotia,Swiss Chalet,"Amherst, NS B4H 4L2",1,Low Wage,6322,Cooks,45.835384,-64.190678
Nova Scotia,Victoria Co-operative Fisheries Ltd.,"Neil's Harbour, NS B0C 1N0",12,Low Wage,9463,Fish and seafood plant workers,46.762745,-60.343878
Nova Scotia,3226198 Nova Scotia Ltd,"Centreville, NS B0P 1J0",5,3226198 Nova Scotia Ltd,8431,General farm workers,45.195976,-64.680474
Nova Scotia,Afton Hills Farm Limited,"Afton, NS B0H 1A0",2,Primary Agriculture,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",45.60221,-61.744775
Nova Scotia,Barteaux Farms Ltd.,"MOSCHELLE, NS B0S 1A0",8,Primary Agriculture,8431,General farm workers,44.74364,-65.51801
Nova Scotia,Berfelo Hog Farms Ltd.,"Stewiacke, NS B0N 2J0",2,Primary Agriculture,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",45.1884755,-63.3253614
Nova Scotia,Blue Ridge Farm,"Grafton, NS B0P 1V0",4,Primary Agriculture,8431,General farm workers,45.1708349,-64.7669826
Nova Scotia,Bragg Lumber Company,"COLLINGWOOD, NS B0M 1E0",7,Primary Agriculture,8431,General farm workers,45.636927,-63.77345
Nova Scotia,Canard Orchards Ltd,"Centreville, NS B0P 1J0",16,Primary Agriculture,8431,General farm workers,45.195976,-64.680474
Nova Scotia,CAP Farms Inc,"Grafton, NS B0P 1V0",2,Primary Agriculture,8431,General farm workers,45.1708349,-64.7669826
Nova Scotia,Craig Nichols Farms,"Aylesford, NS B0P 1C0",15,Primary Agriculture,8431,General farm workers,45.066995,-64.800737
Nova Scotia,D & M Lightfoot Farms Ltd.,"WOLFVILLE, NS B4P 2S3",4,Primary Agriculture,8431,General farm workers,45.087665,-64.37296
Nova Scotia,Ellslea Farms Ltd,"CANNING, NS B0P 1H0",3,Primary Agriculture,8431,General farm workers,45.026806,-64.165254
Nova Scotia,G & C Hughes Enterprises Limited,"New Ross, NS B0J 2M0",20,Primary Agriculture,8432,Nursery and greenhouse workers,44.7657928466797,-64.4158172607422
Nova Scotia,High Point Orchards Ltd.,"Kentville, NS B4N 3V7",8,Primary Agriculture,8431,General farm workers,45.067163,-64.547804
Nova Scotia,J & B Millen Farms Limited,"Great Village, NS B0M 1L0",62,Primary Agriculture,8431,General farm workers,45.369405,-63.662186
Nova Scotia,Jost Vineyards Limited,"NORTH SHORE (MALAGASH), NS B0K 1E0",8,Primary Agriculture,8431,General farm workers,45.794472,-63.453043
Nova Scotia,Luckett Farms Ltd,"WALLBROOK, NS B4P 2R3",4,Primary Agriculture,8431,General farm workers,45.068884,-64.348807
Nova Scotia,Lutz Family Farm Ltd,"Berwick, NS B0P 1E0",12,Primary Agriculture,8431,General farm workers,45.090922,-64.823309
Nova Scotia,Melvin Farms Limited,"CANNING, NS B0P 1H0",32,Primary Agriculture,8431,General farm workers,45.026806,-64.165254
Nova Scotia,Oxford Berry Farm,"Oxford, NS B0M 1P0",18,Primary Agriculture,8431,General farm workers,45.810473,-63.849946
Nova Scotia,Perfect Berries Limited,"Berwick, NS B0P 1E0",13,Primary Agriculture,8431,General farm workers,45.090922,-64.823309
Nova Scotia,Power Farms Inc,"CANNING, NS B0P 1H0",4,Primary Agriculture,8431,General farm workers,45.026806,-64.165254
Nova Scotia,Randsland Farms Inc,"CANNING, NS B0P 1H0",41,Primary Agriculture,8431,General farm workers,45.026806,-64.165254
Nova Scotia,Reimer Gardens Inc.,"Waterville, NS B0P 1V0",14,Primary Agriculture,8431,General farm workers,45.1708349,-64.7669826
Nova Scotia,River Breeze Farm Ltd,"Upper Onslow, NS B6L 6Y3",12,Primary Agriculture,8431,General farm workers,45.3961213,-63.2848257
Nova Scotia,Sarsfield Farms Inc,"Kentville, NS B4N 3V7",37,Primary Agriculture,8431,General farm workers,45.067163,-64.547804
Nova Scotia,Sawler Gardens Ltd,"Berwick, NS B0P 1E0",8,Primary Agriculture,8431,General farm workers,45.090922,-64.823309
Nova Scotia,Spurr Brothers Farms,"Melvern Square, NS B0P 1R0",9,Primary Agriculture,8431,General farm workers,45.074551,-64.720682
Nova Scotia,Stirling Fruit Farms (2000) Ltd,"GREENWICH, NS B4P 2R2",36,Primary Agriculture,8431,General farm workers,44.997527,-64.451876
Nova Scotia,TE Boyle Farm & Forestry Ltd,"., NS B0H 1A0",4,Primary Agriculture,8431,General farm workers,45.60221,-61.744775
Nova Scotia,Vermeulen Farms Limited,"CANNING, NS B0P 1H0",62,Primary Agriculture,8431,General farm workers,45.026806,-64.165254
Nova Scotia,Webster Farms Ltd,"Cambridge, NS B0P 1G0",42,Primary Agriculture,8431,General farm workers,45.0180485,-64.6008165
Nova Scotia,Arigato Machine Inc,"HALIFAX, NS B3J 3K5",1,Arigato Machine Inc,2174,Computer programmers and interactive media developers,44.644489,-63.572554
Nova Scotia,Mindsea Development Incorporated,"HALIFAX, NS B3J 3M8",1,Global Talent Stream,2175,Web designers and developers,44.647395,-63.5727
Nova Scotia,Ubisoft Divertissements Inc.,"HALIFAX, NS B3J 3R5",1,Global Talent Stream,0213,Computer and information systems managers,44.645046,-63.57027
New Brunswick,697028 NB Inc. o/a Amal Transport Inc.,"Woodstock, NB E7M 2M1",2,697028 NB Inc. o/a Amal Transport Inc.,7511,Transport truck drivers,46.1528135,-67.5740235
New Brunswick,AYR Motor Express Inc.,"Woodstock, NB E7M 4G2",10,High Wage,7511,Transport truck drivers,46.123818,-67.616701
New Brunswick,County Line Trucking Ltd,"Wilmot, NB E7P 2V4",7,High Wage,7511,Transport truck drivers,46.3412017822266,-67.6228332519531
New Brunswick,Culberson Trucking Ltd.,"Jacksonville, NB E7M 3J8",4,High Wage,7511,Transport truck drivers,46.032829,-67.603206
New Brunswick,Eastern Hospitality Inc o/a Canada's Best Value Inn,"SAINT JOHN, NB E2K 4H8",1,High Wage,6313,"Accommodation, travel, tourism and related services supervisors",45.275196,-66.072056
New Brunswick,Elephant Transport Inc.,"SCOUDOUC, NB E4P 1A9",2,High Wage,7511,Transport truck drivers,46.117245,-64.499995
New Brunswick,FMI Atlantic Inc.,"WOODSTOCK, NB E7M  5G",6,High Wage,6311,Food service supervisors,,
New Brunswick,FMI National Inc.,"WOODSTOCK, NB E7M  5G",2,High Wage,6311,Food service supervisors,,
New Brunswick,G. B. Sport (2005) Inc.,"CAMPBELLTON, NB E3N 2G8",1,High Wage,1215,"Supervisors, supply chain, tracking and scheduling co",48.004615,-66.676636
New Brunswick,McConchie Trucking Ltd.,"Norton, NB E5T 1E8",2,High Wage,7511,Transport truck drivers,45.644651,-65.689936
New Brunswick,McConnell Transport Ltd.,"Jacksonville, NB E7M 3R7",35,High Wage,7511,Transport truck drivers,46.104236,-67.606847
New Brunswick,Murray Enterprises Ltd.,"Sussex Corner, NB E4E 2Y5",2,High Wage,7511,Transport truck drivers,45.7100729,-65.4774611
New Brunswick,OneSpan Canada Inc.,"SAINT-JOHN, NB E2L 4R8",1,High Wage,1223,Human resources and recruitment officers,45.278721,-66.054027
New Brunswick,Regional Health Authority B,"SAINT JOHN, NB E2L 4L4",1,High Wage,3111,Specialist physicians,45.275358,-65.97392
New Brunswick,Saigon Thai Restaurant,"Moncton, NB E1C 4L6",1,High Wage,6322,Cooks,46.089786,-64.774032
New Brunswick,"622735 NB, Inc. o/a Mads Truckstop/Acorn Restaurant","Lake George, NB E6K 3P9",1,"622735 NB, Inc. o/a Mads Truckstop/Acorn Restaurant",6322,Cooks,45.990212,-66.890491
New Brunswick,692059 NB Inc. o/a Osaka Hibachi,"Moncton, NB E1C 1C8",1,Low Wage,6322,Cooks,46.089418,-64.774155
New Brunswick,694156 NB Inc. o/a Kuro Sushi,"Shediac, NB E4P 2B3",1,Low Wage,6311,Food service supervisors,46.2192786,-64.5436698
New Brunswick,695716 NB Ltd.,"OROMOCTO, NB E2V 2H5",2,Low Wage,6322,Cooks,45.843188,-66.5046915
New Brunswick,701664 NB Inc. o/a Sugar Roll Japanese Cuisine,"DIEPPE, NB E1A 1P2",1,Low Wage,6322,Cooks,46.0958,-64.746912
New Brunswick,Baie Ste. Anne Seafoods (2014) Inc.,"ESCUMINAC, NB E9A 1V6",40,Low Wage,9463,Fish and seafood plant workers,47.0689468383789,-64.9073638916016
New Brunswick,C&A Toner Ltd.,"GRANDFALLS, NB E3Z 1A6",3,Low Wage,6311,Food service supervisors,47.04291,-67.76935
New Brunswick,Cape Bald Packers Ltd,"Cap-Pelé, NB E4N 1E3",211,Low Wage,9463,Fish and seafood plant workers,46.2167287,-64.283788
New Brunswick,Captain Dan's Inc.,"Richibouctou-Village, NB E4W 1C9",67,Low Wage,9463,Fish and seafood plant workers,46.660031,-64.709287
New Brunswick,Carpe Diem Food Inc.,"MONCTON, NB E1E 4H8",1,Low Wage,6322,Cooks,46.073932,-64.832308
New Brunswick,Despres Fisheries Ltd.,"PETIT CAP, NB E4N 2G6",2,Low Wage,9463,Fish and seafood plant workers,46.223774,-64.538469
New Brunswick,Edmond Gagnon Ltd,"Grand-Barachois, NB E4P 8A4",70,Low Wage,9463,Fish and seafood plant workers,46.222988,-64.422449
New Brunswick,Elphege & Norbert Leblanc Ltd.,"Petit Cap, NB E4N 2E8",17,Low Wage,9618,Labourers in fish and seafood processing,46.314749,-64.515918
New Brunswick,JNB Restaurants o/a Red Rooster Country Store,"OAK BAY, NB E3L 3W7",1,Low Wage,6332,Bakers,45.209705,-67.238317
