Province,Employer,Address,Positions,Stream,NOC 2011,NOC Name,Latitude,Longitude
Newfoundland and Labrador,Coastal Shipping Ltd,"Lewisporte, NL A0G 3A0",1,Coastal Shipping Ltd,0016,Senior managers ,49.2447471618652,-55.057186126709
Newfoundland and Labrador,Empowered Homes Inc.,"St. John's, NL A1B 3X5",1,High Wage,0124,"Advertising, marketing and public relations managers",47.570833,-52.738986
Newfoundland and Labrador,NARL Refining Ltd Partnership,"Come By Chance, NL A0B 1N0",1,High Wage,0016,Senior managers ,47.934031,-54.16475
Newfoundland and Labrador,Nunavut Excavating 2007 Inc,"Mount Pearl, NL A1N 0C9",2,High Wage,7271,Carpenters,47.5251196,-52.8124718
Newfoundland and Labrador,Solace Power Incorporated,"Mount Pearl, NL A1N 5E7",1,High Wage,2133,Electrical and electronics engineers,47.52601,-52.767919
Newfoundland and Labrador,Transocean Canada Drilling Company,"St. John's, NL A1A 0P9",2,High Wage,2145,Petroleum engineers,47.595693,-52.70948
Newfoundland and Labrador,Vale Newfoundland and Labrador Limited,"St. John's, NL A1C 1K4",1,High Wage,0811,Managers in natural resources production and fishing,47.571543,-52.7003125
Newfoundland and Labrador,Western Regional Integrated Health Authority,"Corner Brook, NL A2H 6J7",3,High Wage,3111,Specialist physicians,48.965333,-58.030775
Newfoundland and Labrador,Quinlan Brothers Ltd,"St. John's, NL A1C 6C9",50,Quinlan Brothers Ltd,9463,Fish and seafood plant workers,47.5630158,-52.7084738
Newfoundland and Labrador,Torbay Fun Foods Ltd.,"St. John's, NL A1A 4L6",1,Low Wage,6322,Cooks,47.6028633,-52.7161726
Newfoundland and Labrador,Hillside Holsteins Farm Limited,"Harcourt, NL A5A 3A2",1,Hillside Holsteins Farm Limited,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",48.215151,-54.090975
Newfoundland and Labrador,New World Dairy Inc.,"St. David's, NL A0N 1X0",3,Primary Agriculture,8431,General farm workers,48.160518,-58.815081
Newfoundland and Labrador,Sunrise Dairy Limited,"Musgravetown, NL A0C 1Z0",2,Primary Agriculture,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",48.399273,-53.927275
Prince Edward Island,Bulk Carriers (P.E.I.) Limited,"Cornwall, PE C0A 1H0",20,Bulk Carriers (P.E.I.) Limited,7511,Transport truck drivers,46.1749323,-63.2607926
Prince Edward Island,Canadian Nectar Products Inc.,"Charlottetown, PE C1A 4B1",1,High Wage,1241,Administrative assistants,46.233243,-63.12659
Prince Edward Island,Health PEI,"Charlottetown, PE C1A 7N8",1,High Wage,3111,Specialist physicians,46.25128,-63.147429
Prince Edward Island,PEI Ocean View Resort Inc.,"Summerside, PE C1N 2V5",3,High Wage,6321,Chefs,46.413814,-63.681255
Prince Edward Island,Seafood Express (PEI) Limited,"Charlottetown, PE C1A 7M8",10,High Wage,7511,Transport truck drivers,46.233768,-63.124917
Prince Edward Island,King's BBQ & Chinese Food Ltd.,"Charlottetown, PE C1E 1E7",1,King's BBQ & Chinese Food Ltd.,6322,Cooks,46.2647949,-63.1559771
Prince Edward Island,Royal Star Foods Ltd.,"Tignish, PE C0B 2B0",36,Low Wage,9463,Fish and seafood plant workers,46.9756355285645,-64.0738525390625
Prince Edward Island,South Shore Seafoods Ltd.,"Bloomfield, PE C0B 1E0",27,Low Wage,9463,Fish and seafood plant workers,46.696448,-64.383974
Prince Edward Island,Atlantic Grown Organics Inc,"Kensington, PE C0B 1M0",7,Atlantic Grown Organics Inc,8432,Nursery and greenhouse workers,46.43789,-63.63458
Prince Edward Island,Canadian Nectar Products Inc.,"Charlottetown, PE C1A 4B1",15,Primary Agriculture,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",46.233243,-63.12659
Prince Edward Island,Eastern Exporters Ltd,"Souris, PE C0A 2B0",4,Primary Agriculture,8431,General farm workers,46.354047,-62.25215
